dstport,protocol,tag
1082,udp,SV_P3
1083,udp,SV_P3
1084,udp,sv_P1
1085,dgp,sv_P4
1086,udp,sv_P1
1087,ipv6,SV_P3
1088,ipv6,SV_P3
1089,tcp,sv_P2
1090,tcp,sv_P4
1091,tcp,sv_P5
1092,sprite-rpc,sv_P2
1093,tcp,sv_P2
1094,ipv6,sv_P1
1095,sprite-rpc,SV_P3
1096,sprite-rpc,SV_P3
1097,sprite-rpc,sv_P1
1098,ipv6,SV_P3
1099,dgp,sv_P4
1100,dgp,sv_P4
1101,dgp,sv_P2
1102,dgp,sv_P2
1103,udp,SV_P3
1104,udp,sv_P1
1105,ipv6,SV_P3
1106,udp,sv_P1
1107,tcp,sv_P2
1108,sprite-rpc,sv_P5
1109,tcp,SV_P3
1110,udp,sv_P5
1111,dgp,SV_P3
1112,sprite-rpc,sv_P4
1113,dgp,sv_P1
1114,udp,sv_P2
1115,sprite-rpc,sv_P2
1116,dgp,sv_P2
1117,dgp,sv_P2
1118,udp,SV_P3
1119,dgp,sv_P5
1120,dgp,sv_P1
1121,ipv6,SV_P3
1122,sprite-rpc,SV_P3
1123,dgp,sv_P1
1124,dgp,sv_P1
1125,dgp,SV_P3
1126,udp,SV_P3
1127,tcp,sv_P1
1128,udp,sv_P2
1129,dgp,sv_P2
1130,udp,sv_P2
1131,udp,SV_P3
1132,udp,sv_P5
1133,udp,sv_P5
1134,dgp,sv_P5
1135,udp,sv_P4
1136,udp,sv_P1
1137,sprite-rpc,sv_P4
1138,ipv6,sv_P2
1139,ipv6,sv_P2
1140,sprite-rpc,sv_P2
1141,udp,sv_P4
1142,udp,SV_P3
1143,ipv6,sv_P4
1144,sprite-rpc,SV_P3
1145,ipv6,sv_P4
1146,tcp,sv_P5
1147,udp,sv_P1
1148,dgp,sv_P1
1149,udp,sv_P1
1150,tcp,SV_P3
1151,tcp,sv_P4
1152,tcp,sv_P1
1153,dgp,sv_P1
1154,ipv6,SV_P3
1155,udp,sv_P1
1156,udp,sv_P1
1157,dgp,sv_P5
1158,sprite-rpc,sv_P5
1159,sprite-rpc,sv_P1
1160,ipv6,sv_P5
1161,sprite-rpc,sv_P4
1162,udp,sv_P2
1163,dgp,sv_P1
1164,sprite-rpc,sv_P1
1165,sprite-rpc,sv_P4
1166,sprite-rpc,sv_P1
1167,sprite-rpc,sv_P4
1168,dgp,SV_P3
1169,sprite-rpc,sv_P5
1170,ipv6,sv_P5
1171,tcp,sv_P1
1172,ipv6,sv_P1
1173,ipv6,sv_P4
1174,sprite-rpc,sv_P4
1175,dgp,sv_P5
1176,udp,sv_P5
1177,udp,sv_P2
1178,udp,SV_P3
1179,udp,sv_P2
1180,udp,sv_P4
1181,sprite-rpc,sv_P2
1182,sprite-rpc,SV_P3
1183,udp,sv_P2
1184,dgp,SV_P3
1185,dgp,sv_P4
1186,dgp,sv_P5
1187,dgp,SV_P3
1188,tcp,sv_P5
1189,sprite-rpc,SV_P3
1190,sprite-rpc,SV_P3
1191,ipv6,SV_P3
1192,sprite-rpc,sv_P5
1193,tcp,sv_P5
1194,udp,SV_P3
1195,dgp,sv_P1
1196,tcp,SV_P3
1197,ipv6,SV_P3
1198,udp,SV_P3
1199,dgp,sv_P1
1200,udp,SV_P3
1201,ipv6,SV_P3
1202,tcp,sv_P1
1203,dgp,sv_P2
1204,ipv6,sv_P4
1205,sprite-rpc,sv_P1
1206,ipv6,sv_P4
1207,tcp,SV_P3
1208,dgp,sv_P2
1209,dgp,sv_P4
1210,ipv6,sv_P5
1211,sprite-rpc,SV_P3
1212,udp,SV_P3
1213,dgp,sv_P4
1214,udp,sv_P4
1215,sprite-rpc,sv_P4
1216,udp,sv_P5
1217,tcp,sv_P4
1218,sprite-rpc,sv_P1
1219,dgp,SV_P3
1220,ipv6,SV_P3
1221,sprite-rpc,sv_P1
1222,ipv6,sv_P5
1223,udp,sv_P1
1224,tcp,sv_P4
1225,ipv6,sv_P4
1226,sprite-rpc,SV_P3
1227,udp,sv_P5
1228,ipv6,sv_P5
1229,dgp,sv_P2
1230,ipv6,sv_P5
1231,dgp,sv_P2
1232,udp,sv_P1
1233,tcp,sv_P5
1234,ipv6,sv_P4
1235,dgp,sv_P2
1236,dgp,sv_P1
1237,dgp,sv_P1
1238,ipv6,sv_P5
1239,udp,sv_P5
1240,tcp,sv_P2
1241,sprite-rpc,sv_P1
1242,udp,sv_P1
1243,udp,sv_P2
1244,sprite-rpc,SV_P3
1245,tcp,sv_P2
1246,tcp,sv_P4
1247,dgp,SV_P3
1248,ipv6,SV_P3
1249,tcp,sv_P1
1250,tcp,sv_P2
1251,ipv6,sv_P5
1252,ipv6,sv_P1
1253,dgp,sv_P1
1254,sprite-rpc,SV_P3
1255,tcp,sv_P2
1256,dgp,sv_P1
1257,dgp,SV_P3
1258,ipv6,sv_P5
1259,ipv6,sv_P2
1260,tcp,SV_P3
1261,sprite-rpc,sv_P1
1262,udp,sv_P5
1263,sprite-rpc,sv_P2
1264,dgp,SV_P3
1265,dgp,SV_P3
1266,dgp,sv_P1
1267,tcp,sv_P1
1268,ipv6,SV_P3
1269,ipv6,SV_P3
1270,dgp,sv_P2
1271,tcp,SV_P3
1272,sprite-rpc,sv_P5
1273,tcp,sv_P4
1274,tcp,SV_P3
1275,ipv6,sv_P2
1276,sprite-rpc,sv_P2
1277,udp,sv_P2
1278,tcp,sv_P1
1279,ipv6,SV_P3
1280,sprite-rpc,SV_P3
1281,ipv6,SV_P3
1282,dgp,sv_P1
1283,sprite-rpc,sv_P4
1284,sprite-rpc,sv_P2
1285,sprite-rpc,SV_P3
1286,udp,sv_P5
1287,ipv6,SV_P3
1288,dgp,sv_P5
1289,tcp,sv_P1
1290,ipv6,sv_P4
1291,udp,SV_P3
1292,sprite-rpc,sv_P4
1293,sprite-rpc,SV_P3
1294,sprite-rpc,SV_P3
1295,ipv6,sv_P1
1296,sprite-rpc,sv_P2
1297,sprite-rpc,sv_P5
1298,ipv6,sv_P4
1299,sprite-rpc,sv_P2
1300,udp,sv_P1
1301,ipv6,SV_P3
1302,dgp,sv_P5
1303,dgp,sv_P1
1304,dgp,sv_P5
1305,ipv6,sv_P1
1306,sprite-rpc,sv_P2
1307,sprite-rpc,sv_P4
1308,ipv6,sv_P1
1309,ipv6,sv_P1
1310,udp,sv_P1
1311,tcp,sv_P1
1312,ipv6,sv_P1
1313,ipv6,sv_P1
1314,dgp,sv_P4
1315,udp,sv_P5
1316,dgp,sv_P2
1317,sprite-rpc,sv_P2
1318,tcp,sv_P2
1319,sprite-rpc,sv_P4
1320,tcp,SV_P3
1321,udp,sv_P4
1322,dgp,sv_P5
1323,udp,sv_P4
1324,tcp,sv_P4
1325,ipv6,SV_P3
1326,sprite-rpc,sv_P2
1327,dgp,sv_P2
1328,dgp,sv_P2
1329,sprite-rpc,sv_P5
1330,udp,sv_P1
1331,ipv6,SV_P3
1332,tcp,sv_P2
1333,dgp,sv_P1
1334,tcp,sv_P2
1335,dgp,sv_P5
1336,ipv6,sv_P2
1337,dgp,sv_P4
1338,udp,sv_P1
1339,dgp,sv_P5
1340,ipv6,sv_P1
1341,udp,SV_P3
1342,dgp,sv_P5
1343,sprite-rpc,SV_P3
1344,udp,sv_P4
1345,sprite-rpc,sv_P2
1346,udp,SV_P3
1347,udp,sv_P2
1348,sprite-rpc,SV_P3
1349,tcp,SV_P3
1350,tcp,sv_P4
1351,sprite-rpc,sv_P1
1352,ipv6,sv_P2
1353,udp,sv_P2
1354,ipv6,sv_P4
1355,ipv6,SV_P3
1356,dgp,SV_P3
1357,sprite-rpc,SV_P3
1358,dgp,SV_P3
1359,udp,SV_P3
1360,tcp,sv_P1
1361,sprite-rpc,sv_P4
1362,ipv6,sv_P5
1363,tcp,sv_P5
1364,udp,sv_P4
1365,tcp,sv_P1
1366,sprite-rpc,sv_P2
1367,dgp,sv_P2
1368,udp,sv_P5
1369,udp,sv_P4
1370,dgp,sv_P4
1371,dgp,sv_P1
1372,dgp,sv_P4
1373,udp,sv_P4
1374,tcp,SV_P3
1375,tcp,sv_P1
1376,dgp,SV_P3
1377,sprite-rpc,SV_P3
1378,ipv6,sv_P5
1379,udp,sv_P5
1380,tcp,sv_P2
1381,sprite-rpc,SV_P3
1382,tcp,SV_P3
1383,udp,sv_P4
1384,sprite-rpc,sv_P2
1385,dgp,sv_P5
1386,dgp,sv_P2
1387,dgp,sv_P5
1388,tcp,SV_P3
1389,sprite-rpc,sv_P4
1390,tcp,sv_P4
1391,tcp,sv_P1
1392,sprite-rpc,sv_P2
1393,udp,sv_P4
1394,sprite-rpc,sv_P2
1395,tcp,sv_P2
1396,sprite-rpc,sv_P4
1397,dgp,sv_P5
1398,ipv6,SV_P3
1399,udp,SV_P3
1400,ipv6,sv_P2
1401,tcp,sv_P1
1402,dgp,sv_P1
1403,udp,sv_P4
1404,dgp,sv_P5
1405,tcp,sv_P2
1406,ipv6,sv_P4
1407,ipv6,sv_P5
1408,sprite-rpc,sv_P2
1409,ipv6,sv_P2
1410,dgp,sv_P2
1411,dgp,SV_P3
1412,sprite-rpc,SV_P3
1413,udp,SV_P3
1414,ipv6,SV_P3
1415,dgp,sv_P4
1416,ipv6,sv_P1
1417,dgp,sv_P1
1418,dgp,sv_P4
1419,tcp,sv_P4
1420,dgp,sv_P1
1421,sprite-rpc,SV_P3
1422,ipv6,SV_P3
1423,udp,sv_P2
1424,dgp,SV_P3
1425,udp,sv_P5
1426,dgp,sv_P1
1427,dgp,sv_P2
1428,ipv6,sv_P4
1429,sprite-rpc,sv_P1
1430,udp,sv_P2
1431,sprite-rpc,sv_P1
1432,dgp,sv_P2
1433,sprite-rpc,sv_P2
1434,ipv6,sv_P5
1435,ipv6,sv_P2
1436,tcp,sv_P1
1437,sprite-rpc,sv_P2
1438,sprite-rpc,sv_P5
1439,udp,SV_P3
1440,sprite-rpc,sv_P1
1441,ipv6,sv_P5
1442,udp,sv_P5
1443,tcp,sv_P1
1444,dgp,sv_P5
1445,udp,SV_P3
1446,sprite-rpc,sv_P2
1447,udp,SV_P3
1448,sprite-rpc,sv_P1
1449,dgp,sv_P2
1450,tcp,sv_P1
1451,udp,SV_P3
1452,sprite-rpc,sv_P2
1453,dgp,sv_P2
1454,tcp,sv_P2
1455,dgp,sv_P5
1456,sprite-rpc,sv_P1
1457,udp,SV_P3
1458,udp,sv_P5
1459,dgp,sv_P1
1460,udp,SV_P3
1461,ipv6,sv_P5
1462,dgp,sv_P4
1463,sprite-rpc,sv_P5
1464,dgp,sv_P2
1465,sprite-rpc,sv_P4
1466,tcp,sv_P4
1467,dgp,sv_P4
1468,tcp,sv_P5
1469,sprite-rpc,SV_P3
1470,dgp,SV_P3
1471,dgp,sv_P1
1472,ipv6,SV_P3
1473,ipv6,sv_P1
1474,tcp,sv_P5
1475,sprite-rpc,SV_P3
1476,sprite-rpc,sv_P2
1477,udp,sv_P1
1478,ipv6,sv_P1
1479,udp,sv_P1
1480,ipv6,SV_P3
1481,ipv6,sv_P4
1482,udp,sv_P2
1483,sprite-rpc,sv_P1
1484,tcp,sv_P1
1485,udp,sv_P5
1486,sprite-rpc,SV_P3
1487,sprite-rpc,sv_P5
1488,dgp,sv_P5
1489,ipv6,sv_P4
1490,ipv6,sv_P5
1491,ipv6,sv_P5
1492,tcp,sv_P5
1493,ipv6,sv_P1
1494,dgp,sv_P5
1495,ipv6,sv_P5
1496,tcp,SV_P3
1497,dgp,sv_P4
1498,dgp,sv_P2
1499,ipv6,sv_P5
1500,ipv6,sv_P2
1501,sprite-rpc,sv_P1
1502,sprite-rpc,sv_P1
1503,udp,sv_P4
1504,udp,sv_P4
1505,tcp,sv_P4
1506,ipv6,sv_P5
1507,tcp,sv_P4
1508,udp,sv_P4
1509,ipv6,sv_P2
1510,sprite-rpc,SV_P3
1511,tcp,SV_P3
1512,tcp,sv_P5
1513,dgp,sv_P1
1514,dgp,sv_P1
1515,ipv6,sv_P1
1516,tcp,sv_P1
1517,dgp,sv_P1
1518,sprite-rpc,SV_P3
1519,sprite-rpc,sv_P4
1520,sprite-rpc,sv_P4
1521,dgp,sv_P4
1522,sprite-rpc,sv_P4
1523,ipv6,sv_P2
1524,tcp,SV_P3
1525,ipv6,sv_P2
1526,ipv6,sv_P1
1527,dgp,sv_P1
1528,tcp,sv_P5
1529,dgp,sv_P1
1530,udp,sv_P1
1531,udp,sv_P5
1532,dgp,SV_P3
1533,dgp,sv_P2
1534,dgp,sv_P5
1535,sprite-rpc,sv_P1
1536,dgp,sv_P2
1537,udp,sv_P1
1538,dgp,sv_P2
1539,sprite-rpc,sv_P4
1540,tcp,sv_P1
1541,dgp,sv_P5
1542,sprite-rpc,sv_P2
1543,udp,SV_P3
1544,tcp,sv_P2
1545,udp,SV_P3
1546,tcp,sv_P5
1547,udp,sv_P4
1548,udp,sv_P5
1549,udp,sv_P2
1550,tcp,sv_P2
1551,ipv6,sv_P2
1552,dgp,sv_P5
1553,dgp,sv_P5
1554,sprite-rpc,sv_P4
1555,sprite-rpc,sv_P2
1556,sprite-rpc,sv_P4
1557,udp,sv_P1
1558,sprite-rpc,SV_P3
1559,udp,sv_P1
1560,ipv6,sv_P2
1561,udp,sv_P5
1562,tcp,sv_P1
1563,ipv6,sv_P5
1564,tcp,SV_P3
1565,ipv6,sv_P1
1566,ipv6,sv_P5
1567,tcp,SV_P3
1568,udp,sv_P2
1569,tcp,sv_P1
1570,sprite-rpc,sv_P5
1571,dgp,SV_P3
1572,sprite-rpc,sv_P4
1573,dgp,sv_P5
1574,dgp,SV_P3
1575,sprite-rpc,sv_P2
1576,ipv6,sv_P4
1577,dgp,SV_P3
1578,sprite-rpc,sv_P5
1579,dgp,sv_P1
1580,dgp,sv_P4
1581,dgp,SV_P3
1582,sprite-rpc,sv_P4
1583,udp,sv_P5
1584,tcp,sv_P5
1585,sprite-rpc,sv_P1
1586,ipv6,sv_P2
1587,ipv6,sv_P4
1588,dgp,sv_P1
1589,dgp,sv_P4
1590,tcp,sv_P5
1591,ipv6,sv_P1
1592,ipv6,sv_P2
1593,sprite-rpc,sv_P5
1594,sprite-rpc,sv_P4
1595,tcp,sv_P2
1596,ipv6,sv_P1
1597,ipv6,sv_P2
1598,sprite-rpc,sv_P1
1599,ipv6,sv_P4
1600,dgp,sv_P4
1601,udp,sv_P4
1602,sprite-rpc,sv_P5
1603,sprite-rpc,SV_P3
1604,sprite-rpc,SV_P3
1605,tcp,sv_P2
1606,sprite-rpc,sv_P4
1607,dgp,sv_P5
1608,sprite-rpc,SV_P3
1609,udp,sv_P5
1610,tcp,sv_P2
1611,ipv6,sv_P1
1612,ipv6,sv_P2
1613,tcp,sv_P4
1614,ipv6,sv_P4
1615,dgp,sv_P1
1616,dgp,sv_P1
1617,udp,sv_P4
1618,udp,sv_P5
1619,dgp,sv_P2
1620,tcp,sv_P5
1621,dgp,sv_P5
1622,sprite-rpc,sv_P1
1623,dgp,SV_P3
1624,sprite-rpc,sv_P1
1625,dgp,SV_P3
1626,tcp,sv_P1
1627,udp,sv_P1
1628,sprite-rpc,sv_P4
1629,dgp,sv_P1
1630,sprite-rpc,sv_P1
1631,ipv6,sv_P5
1632,udp,sv_P5
1633,dgp,SV_P3
1634,tcp,SV_P3
1635,udp,sv_P4
1636,sprite-rpc,sv_P5
1637,sprite-rpc,SV_P3
1638,dgp,sv_P5
1639,tcp,SV_P3
1640,tcp,sv_P1
1641,sprite-rpc,SV_P3
1642,udp,sv_P2
1643,ipv6,sv_P5
1644,dgp,sv_P2
1645,sprite-rpc,sv_P2
1646,udp,SV_P3
1647,ipv6,sv_P1
1648,sprite-rpc,sv_P1
1649,tcp,SV_P3
1650,ipv6,sv_P2
1651,udp,sv_P1
1652,udp,SV_P3
1653,tcp,sv_P2
1654,tcp,sv_P4
1655,ipv6,sv_P2
1656,ipv6,sv_P4
1657,dgp,SV_P3
1658,udp,sv_P4
1659,ipv6,sv_P5
1660,udp,sv_P1
1661,dgp,sv_P5
1662,ipv6,sv_P1
1663,ipv6,sv_P1
1664,dgp,sv_P4
1665,udp,SV_P3
1666,sprite-rpc,sv_P5
1667,ipv6,sv_P4
1668,tcp,sv_P2
1669,udp,sv_P2
1670,sprite-rpc,sv_P5
1671,udp,sv_P1
1672,sprite-rpc,SV_P3
1673,ipv6,sv_P2
1674,dgp,sv_P2
1675,ipv6,sv_P4
1676,udp,sv_P4
1677,udp,sv_P5
1678,sprite-rpc,sv_P5
1679,sprite-rpc,SV_P3
1680,dgp,sv_P2
1681,ipv6,SV_P3
1682,ipv6,sv_P4
1683,tcp,sv_P1
1684,ipv6,sv_P1
1685,udp,sv_P4
1686,ipv6,SV_P3
1687,dgp,sv_P1
1688,tcp,sv_P4
1689,dgp,sv_P5
1690,udp,sv_P5
1691,dgp,SV_P3
1692,sprite-rpc,sv_P4
1693,sprite-rpc,sv_P1
1694,tcp,sv_P1
1695,dgp,sv_P5
1696,ipv6,sv_P4
1697,ipv6,sv_P1
1698,udp,sv_P1
1699,dgp,SV_P3
1700,ipv6,sv_P2
1701,udp,SV_P3
1702,tcp,SV_P3
1703,ipv6,sv_P5
1704,udp,sv_P2
1705,ipv6,sv_P1
1706,udp,sv_P5
1707,udp,sv_P2
1708,dgp,sv_P2
1709,ipv6,sv_P2
1710,sprite-rpc,sv_P5
1711,sprite-rpc,sv_P4
1712,dgp,sv_P2
1713,dgp,sv_P2
1714,tcp,sv_P5
1715,tcp,sv_P5
1716,ipv6,SV_P3
1717,udp,sv_P4
1718,dgp,sv_P4
1719,tcp,sv_P4
1720,tcp,sv_P2
1721,sprite-rpc,sv_P1
1722,udp,sv_P2
1723,ipv6,sv_P1
1724,udp,sv_P2
1725,sprite-rpc,sv_P4
1726,sprite-rpc,sv_P1
1727,sprite-rpc,sv_P5
1728,udp,sv_P4
1729,ipv6,sv_P4
1730,udp,sv_P2
1731,sprite-rpc,sv_P5
1732,udp,sv_P2
1733,sprite-rpc,sv_P5
1734,dgp,sv_P1
1735,ipv6,SV_P3
1736,ipv6,sv_P2
1737,ipv6,sv_P5
1738,ipv6,sv_P4
1739,dgp,sv_P2
1740,dgp,sv_P5
1741,udp,SV_P3
1742,sprite-rpc,SV_P3
1743,ipv6,sv_P2
1744,udp,SV_P3
1745,udp,sv_P1
1746,tcp,sv_P1
1747,udp,sv_P1
1748,tcp,sv_P5
1749,tcp,sv_P2
1750,udp,sv_P2
1751,tcp,sv_P2
1752,sprite-rpc,sv_P5
1753,ipv6,sv_P5
1754,ipv6,sv_P4
1755,dgp,sv_P1
1756,sprite-rpc,sv_P2
1757,dgp,sv_P1
1758,sprite-rpc,sv_P2
1759,udp,sv_P4
1760,udp,SV_P3
1761,ipv6,SV_P3
1762,ipv6,sv_P2
1763,tcp,sv_P4
1764,sprite-rpc,sv_P4
1765,sprite-rpc,sv_P1
1766,tcp,SV_P3
1767,ipv6,sv_P2
1768,dgp,sv_P2
1769,dgp,sv_P2
1770,dgp,sv_P2
1771,tcp,sv_P2
1772,tcp,sv_P5
1773,sprite-rpc,sv_P4
1774,tcp,sv_P1
1775,udp,sv_P4
1776,udp,sv_P2
1777,tcp,sv_P4
1778,tcp,sv_P5
1779,tcp,sv_P2
1780,udp,sv_P4
1781,sprite-rpc,sv_P1
1782,tcp,sv_P1
1783,dgp,sv_P4
1784,dgp,sv_P4
1785,udp,sv_P1
1786,tcp,sv_P4
1787,udp,sv_P1
1788,sprite-rpc,sv_P5
1789,tcp,sv_P1
1790,sprite-rpc,sv_P2
1791,tcp,sv_P2
1792,sprite-rpc,sv_P5
1793,dgp,sv_P4
1794,tcp,sv_P4
1795,ipv6,sv_P4
1796,ipv6,sv_P4
1797,ipv6,sv_P5
1798,dgp,sv_P1
1799,tcp,sv_P4
1800,dgp,sv_P2
1801,dgp,sv_P1
1802,dgp,sv_P1
1803,sprite-rpc,sv_P1
1804,sprite-rpc,sv_P1
1805,tcp,sv_P5
1806,dgp,sv_P1
1807,dgp,sv_P5
1808,ipv6,SV_P3
1809,ipv6,SV_P3
1810,sprite-rpc,sv_P5
1811,tcp,sv_P4
1812,udp,sv_P4
1813,udp,sv_P2
1814,ipv6,sv_P2
1815,udp,sv_P2
1816,ipv6,sv_P1
1817,dgp,SV_P3
1818,dgp,sv_P2
1819,tcp,sv_P2
1820,dgp,SV_P3
1821,udp,sv_P5
1822,sprite-rpc,sv_P2
1823,tcp,SV_P3
1824,sprite-rpc,sv_P4
1825,tcp,SV_P3
1826,dgp,SV_P3
1827,dgp,SV_P3
1828,ipv6,sv_P2
1829,dgp,SV_P3
1830,sprite-rpc,sv_P1
1831,dgp,SV_P3
1832,tcp,SV_P3
1833,udp,SV_P3
1834,ipv6,sv_P1
1835,ipv6,sv_P5
1836,ipv6,SV_P3
1837,ipv6,sv_P1
1838,sprite-rpc,sv_P2
1839,sprite-rpc,sv_P4
1840,sprite-rpc,SV_P3
1841,udp,sv_P1
1842,tcp,sv_P5
1843,sprite-rpc,SV_P3
1844,udp,sv_P2
1845,ipv6,SV_P3
1846,dgp,sv_P5
1847,dgp,SV_P3
1848,tcp,sv_P5
1849,sprite-rpc,sv_P5
1850,tcp,sv_P5
1851,sprite-rpc,sv_P2
1852,ipv6,sv_P5
1853,ipv6,SV_P3
1854,tcp,sv_P5
1855,sprite-rpc,sv_P1
1856,ipv6,sv_P1
1857,udp,sv_P1
1858,dgp,sv_P2
1859,ipv6,sv_P5
1860,tcp,sv_P2
1861,sprite-rpc,sv_P5
1862,dgp,sv_P4
1863,dgp,SV_P3
1864,ipv6,sv_P4
1865,ipv6,sv_P2
1866,sprite-rpc,SV_P3
1867,ipv6,sv_P4
1868,dgp,sv_P1
1869,dgp,sv_P4
1870,tcp,sv_P4
1871,udp,sv_P5
1872,udp,sv_P1
1873,ipv6,sv_P4
1874,dgp,sv_P5
1875,dgp,sv_P1
1876,ipv6,sv_P1
1877,ipv6,sv_P4
1878,tcp,sv_P1
1879,ipv6,sv_P5
1880,sprite-rpc,sv_P1
1881,dgp,sv_P2
1882,udp,sv_P2
1883,tcp,sv_P1
1884,udp,SV_P3
1885,sprite-rpc,sv_P5
1886,sprite-rpc,sv_P4
1887,udp,sv_P5
1888,ipv6,sv_P1
1889,udp,sv_P2
1890,sprite-rpc,SV_P3
1891,dgp,sv_P2
1892,ipv6,sv_P2
1893,ipv6,sv_P1
1894,dgp,SV_P3
1895,sprite-rpc,sv_P2
1896,sprite-rpc,sv_P4
1897,dgp,sv_P2
1898,sprite-rpc,sv_P2
1899,sprite-rpc,sv_P5
1900,tcp,SV_P3
1901,tcp,sv_P2
1902,dgp,sv_P1
1903,tcp,sv_P1
1904,sprite-rpc,sv_P4
1905,ipv6,SV_P3
1906,sprite-rpc,SV_P3
1907,ipv6,SV_P3
1908,udp,SV_P3
1909,udp,sv_P1
1910,sprite-rpc,SV_P3
1911,sprite-rpc,sv_P1
1912,sprite-rpc,sv_P4
1913,ipv6,SV_P3
1914,ipv6,sv_P5
1915,tcp,sv_P5
1916,dgp,SV_P3
1917,dgp,sv_P4
1918,dgp,sv_P5
1919,dgp,sv_P1
1920,dgp,sv_P4
1921,udp,sv_P1
1922,tcp,sv_P1
1923,tcp,SV_P3
1924,udp,sv_P5
1925,udp,SV_P3
1926,tcp,sv_P4
1927,dgp,sv_P1
1928,dgp,sv_P2
1929,tcp,sv_P5
1930,tcp,sv_P2
1931,dgp,sv_P5
1932,dgp,sv_P1
1933,ipv6,SV_P3
1934,dgp,sv_P4
1935,sprite-rpc,sv_P2
1936,tcp,sv_P1
1937,tcp,sv_P5
1938,tcp,sv_P5
1939,tcp,SV_P3
1940,sprite-rpc,sv_P4
1941,tcp,sv_P4
1942,tcp,sv_P4
1943,sprite-rpc,sv_P2
1944,udp,sv_P1
1945,dgp,sv_P4
1946,udp,sv_P4
1947,udp,sv_P4
1948,sprite-rpc,sv_P4
1949,ipv6,sv_P4
1950,dgp,sv_P2
1951,ipv6,sv_P4
1952,dgp,SV_P3
1953,udp,sv_P2
1954,dgp,sv_P5
1955,ipv6,sv_P5
1956,sprite-rpc,sv_P2
1957,ipv6,sv_P4
1958,dgp,sv_P2
1959,dgp,sv_P2
1960,udp,SV_P3
1961,dgp,sv_P4
1962,sprite-rpc,sv_P2
1963,tcp,SV_P3
1964,ipv6,sv_P2
1965,udp,sv_P5
1966,udp,SV_P3
1967,udp,SV_P3
1968,dgp,sv_P4
1969,tcp,sv_P1
1970,dgp,sv_P4
1971,udp,sv_P2
1972,tcp,sv_P4
1973,sprite-rpc,SV_P3
1974,dgp,sv_P4
1975,tcp,sv_P1
1976,dgp,SV_P3
1977,dgp,sv_P1
1978,dgp,SV_P3
1979,sprite-rpc,sv_P2
1980,ipv6,SV_P3
1981,sprite-rpc,SV_P3
1982,udp,sv_P2
1983,udp,sv_P4
1984,sprite-rpc,sv_P1
1985,ipv6,sv_P1
1986,sprite-rpc,sv_P2
1987,ipv6,sv_P5
1988,ipv6,sv_P4
1989,tcp,sv_P4
1990,sprite-rpc,sv_P4
1991,udp,sv_P2
1992,dgp,sv_P1
1993,sprite-rpc,sv_P4
1994,tcp,SV_P3
1995,dgp,SV_P3
1996,sprite-rpc,SV_P3
1997,sprite-rpc,sv_P1
1998,udp,sv_P5
1999,sprite-rpc,sv_P4
2000,ipv6,sv_P5
2001,sprite-rpc,sv_P4
2002,sprite-rpc,sv_P1
2003,sprite-rpc,sv_P4
2004,udp,sv_P4
2005,tcp,sv_P1
2006,tcp,sv_P2
2007,ipv6,sv_P1
2008,tcp,sv_P2
2009,ipv6,sv_P5
2010,ipv6,SV_P3
2011,udp,sv_P2
2012,sprite-rpc,SV_P3
2013,dgp,sv_P4
2014,ipv6,sv_P5
2015,tcp,sv_P4
2016,udp,sv_P4
2017,tcp,sv_P4
2018,udp,SV_P3
2019,udp,SV_P3
2020,ipv6,SV_P3
2021,udp,sv_P4
2022,sprite-rpc,sv_P2
2023,dgp,sv_P5
2024,ipv6,SV_P3
2025,ipv6,SV_P3
2026,udp,sv_P4
2027,ipv6,sv_P5
2028,sprite-rpc,sv_P1
2029,dgp,SV_P3
2030,tcp,sv_P2
2031,ipv6,sv_P2
2032,ipv6,sv_P2
2033,tcp,sv_P5
2034,tcp,sv_P2
2035,sprite-rpc,sv_P2
2036,sprite-rpc,sv_P1
2037,ipv6,sv_P2
2038,udp,sv_P4
2039,sprite-rpc,sv_P4
2040,tcp,sv_P4
2041,dgp,sv_P5
2042,ipv6,sv_P1
2043,tcp,sv_P5
2044,dgp,sv_P2
2045,tcp,SV_P3
2046,tcp,sv_P1
2047,udp,sv_P2
2048,udp,sv_P5
2049,tcp,sv_P5
2050,sprite-rpc,sv_P1
2051,udp,sv_P4
2052,dgp,sv_P1
2053,sprite-rpc,sv_P1
2054,ipv6,sv_P1
2055,udp,sv_P1
2056,ipv6,sv_P1
2057,sprite-rpc,sv_P4
2058,tcp,SV_P3
2059,ipv6,sv_P1
2060,dgp,sv_P2
2061,tcp,sv_P1
2062,dgp,sv_P2
2063,sprite-rpc,sv_P5
2064,dgp,sv_P1
2065,tcp,SV_P3
2066,udp,sv_P4
2067,sprite-rpc,sv_P1
2068,udp,sv_P4
2069,dgp,sv_P2
2070,sprite-rpc,sv_P5
2071,dgp,sv_P5
2072,tcp,sv_P5
2073,udp,sv_P2
2074,tcp,sv_P2
2075,udp,sv_P2
2076,tcp,sv_P1
2077,sprite-rpc,SV_P3
2078,tcp,sv_P2
2079,tcp,sv_P2
2080,tcp,sv_P2
2081,ipv6,sv_P1
2082,udp,sv_P2
2083,udp,sv_P1
2084,dgp,sv_P1
2085,dgp,sv_P2
2086,sprite-rpc,sv_P4
2087,sprite-rpc,SV_P3
2088,sprite-rpc,sv_P1
2089,dgp,sv_P1
2090,dgp,SV_P3
